主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
"[Pathology&Laboratory]:FERGU_lec_64, The female genital tract and breast(2),林士堯",3/26/2024,二,14:20,3/26/2024,15:10,FALSE,FALSE,4/4/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pathology&Laboratory]:FERGU_lec_65, The female genital tract and breast(3),林士堯",3/26/2024,二,15:30,3/26/2024,16:20,FALSE,FALSE,4/4/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pathology&Laboratory]:FERGU_lec_65+1, The female genital tract and breast(3),林士堯",3/26/2024,二,16:30,3/26/2024,17:20,FALSE,FALSE,4/4/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pharmacology]:AII_lec_43, Antifungal agents,王湘翠",3/27/2024,三,9:00,3/27/2024,9:50,FALSE,FALSE,4/5/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王湘翠
"[Pharmacology]:AII_lec_30, Anti-parasite drugs,嚴錦城",3/27/2024,三,10:10,3/27/2024,11:00,FALSE,FALSE,4/5/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Infectious Diseases]:AII_lec_39, skin & soft tissue infection,吳冠陞",3/27/2024,三,11:10,3/27/2024,12:00,FALSE,FALSE,4/5/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳冠陞
"[Infectious Diseases]:AII_lec_33, Sepsis,黃祥芬",3/27/2024,三,13:20,3/27/2024,14:10,FALSE,FALSE,4/5/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃祥芬
[選修]整合醫學暨中醫學現代進展,3/27/2024,三,15:30,3/27/2024,16:20,FALSE,FALSE,4/5/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,3/27/2024,三,16:30,3/27/2024,17:20,FALSE,FALSE,4/5/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Infectious Diseases]:AII_lec_34, CNS infection,徐靖浩",3/28/2024,四,9:00,3/28/2024,9:50,FALSE,FALSE,4/6/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,徐靖浩
"[Infectious Diseases]:AII_lec_53, Infective endocarditis,許仁毓",3/28/2024,四,10:10,3/28/2024,11:00,FALSE,FALSE,4/6/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許仁毓
"[Infectious Diseases]:AII_lec_38, AIDS,王建淳",3/28/2024,四,11:10,3/28/2024,12:00,FALSE,FALSE,4/6/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王建淳
[選修]藥理學實驗,3/28/2024,四,13:20,3/28/2024,14:10,FALSE,FALSE,4/6/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/28/2024,四,14:20,3/28/2024,15:10,FALSE,FALSE,4/6/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/28/2024,四,15:30,3/28/2024,16:20,FALSE,FALSE,4/6/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/28/2024,四,16:30,3/28/2024,17:20,FALSE,FALSE,4/6/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Infectious Diseases]:AII_lec_31, Nosocomial infection & infection control,阮志翰",3/29/2024,五,9:00,3/29/2024,9:50,FALSE,FALSE,4/7/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,阮志翰
"[Infectious Diseases]:AII_lec_35, Intra-abdominal infection,陳夙容",3/29/2024,五,10:10,3/29/2024,11:00,FALSE,FALSE,4/7/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳夙容
"[Introduction to Surgery]:AII_lec_69, Surgery in the Geriatrics,林宏鑫",3/29/2024,五,11:10,3/29/2024,12:00,FALSE,FALSE,4/7/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林宏鑫
PBL-INF01-II,3/29/2024,五,13:20,3/29/2024,14:10,FALSE,FALSE,4/7/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-INF01-II,3/29/2024,五,14:20,3/29/2024,15:10,FALSE,FALSE,4/7/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Infectious Diseases]:AII_lec_18, Viral infection,詹宇鈞",4/1/2024,一,10:10,4/1/2024,11:00,FALSE,FALSE,4/10/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,詹宇鈞
"[Infectious Diseases]:AII_lec_41, Systemic fungal Infection,莊茜",4/1/2024,一,11:10,4/1/2024,12:00,FALSE,FALSE,4/10/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,莊茜
PBL-INF01-III,4/1/2024,一,13:20,4/1/2024,14:10,FALSE,FALSE,4/10/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-INF01-III,4/1/2024,一,14:20,4/1/2024,15:10,FALSE,FALSE,4/10/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
一對一訪談,4/1/2024,一,15:30,4/1/2024,16:20,FALSE,FALSE,4/10/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:AII_lec_22, Antibiotics (1),兵岳忻",4/2/2024,二,9:00,4/2/2024,9:50,FALSE,FALSE,4/11/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,兵岳忻
"[Pharmacology]:AII_lec_24, Antibiotics (2); Antiviral agents,兵岳忻",4/2/2024,二,10:10,4/2/2024,11:00,FALSE,FALSE,4/11/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,兵岳忻
"[Infectious Diseases]:AII_lec_48, PBL-INF01-Case Wrapup,莊茜",4/2/2024,二,11:10,4/2/2024,12:00,FALSE,FALSE,4/11/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,莊茜
"[Pathology&Laboratory]:FERGU_lec_66, The female genital tract and breast(4),林士堯",4/2/2024,二,13:20,4/2/2024,14:10,FALSE,FALSE,4/11/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pathology&Laboratory]:FERGU_lec_67, The female genital tract and breast(5),林士堯",4/2/2024,二,14:20,4/2/2024,15:10,FALSE,FALSE,4/11/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pathology&Laboratory]:FERGU_lec_68, The female genital tract and breast(6),林士堯",4/2/2024,二,15:30,4/2/2024,16:20,FALSE,FALSE,4/11/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
"[Pathology&Laboratory]:FERGU_lec_68+1, The female genital tract and breast(6),林士堯",4/2/2024,二,16:30,4/2/2024,17:20,FALSE,FALSE,4/11/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
校際活動週,4/3/2024,三,8:00,4/3/2024,8:50,FALSE,FALSE,4/12/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,9:00,4/3/2024,9:50,FALSE,FALSE,4/12/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,10:10,4/3/2024,11:00,FALSE,FALSE,4/12/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,11:10,4/3/2024,12:00,FALSE,FALSE,4/12/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,13:20,4/3/2024,14:10,FALSE,FALSE,4/12/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,14:20,4/3/2024,15:10,FALSE,FALSE,4/12/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,15:30,4/3/2024,16:20,FALSE,FALSE,4/12/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
校際活動週,4/3/2024,三,16:30,4/3/2024,17:20,FALSE,FALSE,4/12/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,8:00,4/4/2024,8:50,FALSE,FALSE,4/13/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,9:00,4/4/2024,9:50,FALSE,FALSE,4/13/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,10:10,4/4/2024,11:00,FALSE,FALSE,4/13/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,11:10,4/4/2024,12:00,FALSE,FALSE,4/13/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,13:20,4/4/2024,14:10,FALSE,FALSE,4/13/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,14:20,4/4/2024,15:10,FALSE,FALSE,4/13/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,15:30,4/4/2024,16:20,FALSE,FALSE,4/13/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
兒童節,4/4/2024,四,16:30,4/4/2024,17:20,FALSE,FALSE,4/13/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,8:00,4/5/2024,8:50,FALSE,FALSE,4/14/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,9:00,4/5/2024,9:50,FALSE,FALSE,4/14/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,10:10,4/5/2024,11:00,FALSE,FALSE,4/14/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,11:10,4/5/2024,12:00,FALSE,FALSE,4/14/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,13:20,4/5/2024,14:10,FALSE,FALSE,4/14/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,14:20,4/5/2024,15:10,FALSE,FALSE,4/14/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,15:30,4/5/2024,16:20,FALSE,FALSE,4/14/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
民族掃墓節,4/5/2024,五,16:30,4/5/2024,17:20,FALSE,FALSE,4/14/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:AII_lec_66, 藥理學期中考,嚴錦城 許馨文",4/8/2024,一,13:20,4/8/2024,14:10,FALSE,FALSE,4/17/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
"[Pharmacology]:AII_lec_67, 藥理學期中考,嚴錦城 許馨文",4/8/2024,一,14:20,4/8/2024,15:10,FALSE,FALSE,4/17/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城 許馨文
[選修]整合醫學暨中醫學現代進展,4/10/2024,三,15:30,4/10/2024,16:20,FALSE,FALSE,4/19/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,4/10/2024,三,16:30,4/10/2024,17:20,FALSE,FALSE,4/19/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Pharmacology]:FERGU_lec_25, Diuretics,陳聿歆",4/11/2024,四,11:10,4/11/2024,12:00,FALSE,FALSE,4/20/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳聿歆
基礎臨床技能訓練課程,4/11/2024,四,13:20,4/11/2024,14:10,FALSE,FALSE,4/20/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/11/2024,四,14:20,4/11/2024,15:10,FALSE,FALSE,4/20/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/11/2024,四,15:30,4/11/2024,16:20,FALSE,FALSE,4/20/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/11/2024,四,16:30,4/11/2024,17:20,FALSE,FALSE,4/20/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Infectious Diseases]:AII_lec_49, 感染病學考試,林邑璁",4/12/2024,五,13:20,4/12/2024,14:10,FALSE,FALSE,4/21/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林邑璁
"[Infectious Diseases]:AII_lec_49, 感染病學考試,林邑璁",4/12/2024,五,14:20,4/12/2024,15:10,FALSE,FALSE,4/21/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林邑璁
"[Nephrology]:FERGU_lec_01, Sodium Disorders,林志慶",4/15/2024,一,10:10,4/15/2024,11:00,FALSE,FALSE,4/24/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林志慶
"[Nephrology]:FERGU_lec_18, Potassium Disorders,林志慶",4/15/2024,一,11:10,4/15/2024,12:00,FALSE,FALSE,4/24/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林志慶
PBL-FERGU01-I,4/15/2024,一,13:20,4/15/2024,14:10,FALSE,FALSE,4/24/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU01-I,4/15/2024,一,14:20,4/15/2024,15:10,FALSE,FALSE,4/24/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nephrology]:FERGU_lec_05, Renal Nutrition in CKD,蔡明村",4/16/2024,二,9:00,4/16/2024,9:50,FALSE,FALSE,4/25/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡明村
"[Nephrology]:FERGU_lec_14, Chronic Kidney Disease & Dialysis Therapy,楊智宇",4/16/2024,二,10:10,4/16/2024,11:00,FALSE,FALSE,4/25/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊智宇
"[Nephrology]:FERGU_lec_15, Clinical Skills-腎臟醫學臨床技巧,楊智宇",4/16/2024,二,11:10,4/16/2024,12:00,FALSE,FALSE,4/25/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊智宇
"[Pathology&Laboratory]:FERGU_lec_58, The urinary system (1),張富邦",4/16/2024,二,13:20,4/16/2024,14:10,FALSE,FALSE,4/25/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張富邦
"[Pathology&Laboratory]:FERGU_lec_59, The urinary system (2),張富邦",4/16/2024,二,14:20,4/16/2024,15:10,FALSE,FALSE,4/25/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張富邦
"[Pathology&Laboratory]:FERGU_lec_60, The urinary system (3),張富邦",4/16/2024,二,15:30,4/16/2024,16:20,FALSE,FALSE,4/25/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張富邦
"[Nephrology]:FERGU_lec_11, Immunopathogenesis and Primary Glomerular Diseases,林堯彬",4/17/2024,三,9:00,4/17/2024,9:50,FALSE,FALSE,4/26/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林堯彬
"[Nephrology]:FERGU_lec_12, Renal Osteodystrophy,劉宏祥",4/17/2024,三,10:10,4/17/2024,11:00,FALSE,FALSE,4/26/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉宏祥
"[Nuclear medicine]:FERGU_lec_02,  Nuclear Nephrology,胡蓮欣",4/17/2024,三,11:10,4/17/2024,12:00,FALSE,FALSE,4/26/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,胡蓮欣
"[Nephrology]:FERGU_lec_53, Acid Base Disorders and RTA (1),曾偉誠",4/17/2024,三,13:20,4/17/2024,14:10,FALSE,FALSE,4/26/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,曾偉誠
"[Nephrology]:FERGU_lec_13, Acid Base Disorders and RTA (2),曾偉誠",4/17/2024,三,14:20,4/17/2024,15:10,FALSE,FALSE,4/26/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,曾偉誠
[選修]整合醫學暨中醫學現代進展,4/17/2024,三,15:30,4/17/2024,16:20,FALSE,FALSE,4/26/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,4/17/2024,三,16:30,4/17/2024,17:20,FALSE,FALSE,4/26/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nephrology]:FERGU_lec_09, Clinical Pharmacology in Nephrology,黎思源",4/18/2024,四,10:10,4/18/2024,11:00,FALSE,FALSE,4/27/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黎思源
"[Nephrology]:FERGU_lec_52, Secondary Glomerular Diseases,黎思源",4/18/2024,四,11:10,4/18/2024,12:00,FALSE,FALSE,4/27/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黎思源
[選修]藥理學實驗,4/18/2024,四,13:20,4/18/2024,14:10,FALSE,FALSE,4/27/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,4/18/2024,四,14:20,4/18/2024,15:10,FALSE,FALSE,4/27/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,4/18/2024,四,15:30,4/18/2024,16:20,FALSE,FALSE,4/27/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,4/18/2024,四,16:30,4/18/2024,17:20,FALSE,FALSE,4/27/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Introduction to Surgery]:FERGU_lec_08, Surgical of Abdominal Wall,陳世欽",4/19/2024,五,9:00,4/19/2024,9:50,FALSE,FALSE,4/28/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳世欽
"[Nephrology]:FERGU_lec_03, Nephrotic Syndrome,唐德成",4/19/2024,五,10:10,4/19/2024,11:00,FALSE,FALSE,4/28/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,唐德成
"[Nephrology]:FERGU_lec_04, Acute Kidney Injury,唐德成",4/19/2024,五,11:10,4/19/2024,12:00,FALSE,FALSE,4/28/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,唐德成
PBL-FERGU01-II,4/19/2024,五,13:20,4/19/2024,14:10,FALSE,FALSE,4/28/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU01-II,4/19/2024,五,14:20,4/19/2024,15:10,FALSE,FALSE,4/28/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nephrology]:FERGU_lec_10, Vascular Injury & Cystic Diseases in the Kidney,李國華",4/22/2024,一,9:00,4/22/2024,9:50,FALSE,FALSE,5/1/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李國華
"[Nephrology]:FERGU_lec_06, Tubulointerstitial Diseases of the Kidney,陳範宇",4/22/2024,一,10:10,4/22/2024,11:00,FALSE,FALSE,5/1/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳範宇
PBL-FERGU01-III,4/22/2024,一,13:20,4/22/2024,14:10,FALSE,FALSE,5/1/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU01-III,4/22/2024,一,14:20,4/22/2024,15:10,FALSE,FALSE,5/1/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nephrology]:FERGU_lec_16, Kidney Transplantation,程子珩",4/23/2024,二,11:10,4/23/2024,12:00,FALSE,FALSE,5/2/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,程子珩
"[Pathology&Laboratory]:FERGU_lec_61, The lower urinary tract,杭仁釩",4/23/2024,二,13:20,4/23/2024,14:10,FALSE,FALSE,5/2/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:FERGU_lec_62, The lower urinary tract,杭仁釩",4/23/2024,二,14:20,4/23/2024,15:10,FALSE,FALSE,5/2/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:FERGU_lec_69, The male genital tract (1),杭仁釩",4/23/2024,二,15:30,4/23/2024,16:20,FALSE,FALSE,5/2/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pathology&Laboratory]:FERGU_lec_70, The male genital tract (2),杭仁釩",4/23/2024,二,16:30,4/23/2024,17:20,FALSE,FALSE,5/2/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,杭仁釩
"[Pharmacology]:FERGU_lec_07, Toxicology (1),王湘翠",4/24/2024,三,10:10,4/24/2024,11:00,FALSE,FALSE,5/3/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王湘翠
"[Pharmacology]:FERGU_lec_17, Toxicology (2),王湘翠",4/24/2024,三,11:10,4/24/2024,12:00,FALSE,FALSE,5/3/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王湘翠
"[Nephrology]:FERGU_lec_42, PBL-FERGU01--Case Wrapup,陳範宇",4/24/2024,三,13:20,4/24/2024,14:10,FALSE,FALSE,5/3/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳範宇
[選修]整合醫學暨中醫學現代進展,4/24/2024,三,15:30,4/24/2024,16:20,FALSE,FALSE,5/3/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,4/24/2024,三,16:30,4/24/2024,17:20,FALSE,FALSE,5/3/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/25/2024,四,13:20,4/25/2024,14:10,FALSE,FALSE,5/4/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/25/2024,四,14:20,4/25/2024,15:10,FALSE,FALSE,5/4/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/25/2024,四,15:30,4/25/2024,16:20,FALSE,FALSE,5/4/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,4/25/2024,四,16:30,4/25/2024,17:20,FALSE,FALSE,5/4/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Nephrology]:FERGU_lec_48, 腎臟學區段考試,腎臟科總醫師",4/26/2024,五,13:20,4/26/2024,14:10,FALSE,FALSE,5/5/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,腎臟科總醫師
"[Nephrology]:FERGU_lec_49, 腎臟學區段考試,腎臟科總醫師",4/26/2024,五,14:20,4/26/2024,15:10,FALSE,FALSE,5/5/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,腎臟科總醫師
"[Urology]:FERGU_lec_21, 泌尿學簡介,張心湜",4/29/2024,一,8:00,4/29/2024,8:50,FALSE,FALSE,5/8/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張心湜
"[Urology]:FERGU_lec_30, 尿路損傷,黃逸修",4/29/2024,一,9:00,4/29/2024,9:50,FALSE,FALSE,5/8/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃逸修
"[Urology]:FERGU_lec_22, 尿路神經學及尿路動力學,林志杰",4/29/2024,一,10:10,4/29/2024,11:00,FALSE,FALSE,5/8/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林志杰
"[Urology]:FERGU_lec_27, 尿失禁及婦女泌尿科學,林登龍",4/29/2024,一,11:10,4/29/2024,12:00,FALSE,FALSE,5/8/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林登龍
PBL-FERGU02-I,4/29/2024,一,13:20,4/29/2024,14:10,FALSE,FALSE,5/8/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-FERGU02-I,4/29/2024,一,14:20,4/29/2024,15:10,FALSE,FALSE,5/8/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Urology]:FERGU_lec_36, 腎上腺、腎臟及男性生殖系統腫瘤,鍾孝仁",4/30/2024,二,9:00,4/30/2024,9:50,FALSE,FALSE,5/9/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,鍾孝仁
"[Urology]:FERGU_lec_57, 尿路上皮腫瘤,林子平",4/30/2024,二,10:10,4/30/2024,11:00,FALSE,FALSE,5/9/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林子平
"[Urology]:FERGU_lec_34, 男性不孕症,黃志賢",4/30/2024,二,11:10,4/30/2024,12:00,FALSE,FALSE,5/9/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃志賢
"[Pathology&Laboratory]:Hema_lec_62, Diseases of red blood cells and bleeding discorder,楊靜芬",4/30/2024,二,13:20,4/30/2024,14:10,FALSE,FALSE,5/9/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,楊靜芬
